bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
3030820065,3071385,255 McKibbin Street,11206,Multifamily Housing,3,1939,80000,1,4,183,14642661.2,51.96,7.31,Multifamily Housing,,0,1626453.3,112,8294332,,,,,,,
4012620034,4029008,75-05/15 35th Avenue,11372,Multifamily Housing,47,1930,69670,1,6,125.7,8760432.9,38.88,5.09,Multifamily Housing,,0,828331.2,97.54,5291500,,,,,,,
3050990134,3117120,45 Tennis Court,11226,Multifamily Housing,49,1939,64970,1,6,110.9,7208363.3,47.42,4.63,Multifamily Housing,,0,690871,100,4562441.1,,,,,,,
3051630019,3118820,460 East 21st Street,11226,Multifamily Housing,26,1959,70190,1,6,138,9688003.9,,5.64,Multifamily Housing,,0,1205168.1,132,5528698.3,,,,,,,
3011770017,3029552,500 St. Johns Place,11238,Multifamily Housing,76,1931,111990,1,6,100.9,11298546.4,78.77,4.12,Multifamily Housing,,0,1413294.4,232,6428234.7,,,,,,,
3058850111,3146309,7022 Ridge Blvd,11209,Multifamily Housing,77,1931,87174,1,6,88,7671558,47.87,3.6,Multifamily Housing,,0,936304.9,122.04,4417799.9,,,,,,,
3067640020,3181959,1560 EAST 18th STREET,11230,Multifamily Housing,50,1937,53550,2,6,124.7,6676789.4,37.52,5.43,Multifamily Housing,,0,489592.3,59,4656605,,,,,,,
3063830006,3167158,2255 BENSON AVENUE,11214,Multifamily Housing,74,1960,54210,1,6,118,6396229.2,57.92,4.69,Multifamily Housing,,0,820158.7,70,3418642.6,,,,,,,
3063820006,3167123,2225 BENSON AVE,11214,Multifamily Housing,34,1960,52542,1,6,158,8299138.4,64.61,6.83,Multifamily Housing,,0,612799.6,70,5731648.3,,,,,,,
3062530096,3161688,7701 BAY PKWY,11214,Multifamily Housing,36,1941,53898,1,6,139.3,7507715.8,49.87,5.83,Multifamily Housing,,0,628915,60,4868600.2,,,,,,,
3073960053,3201730,2355 EAST 12 ST ,11229,Multifamily Housing,97,1963,114300,1,6,79.9,9133495.4,62.18,2.99,Multifamily Housing,,0,1752370.8,168,3506108.1,,,,,,,
3048370089,3107786,297 LENOX RD,11226,Multifamily Housing,48,1941,69090,1,6,128.6,8883421.7,,5.44,Multifamily Housing,,0,725571,78,5867585.1,,,,,,,
3064980001,3170227,1002 Foster Avenue,11230,Multifamily Housing,,1929,91200,1,6,114.6,10450195.1,,4.86,Multifamily Housing,"{'Multifamily Housing': 76000.0, 'Retail Store': 15200.0}",0,1057913.2,106.4,6656899.8,,,,,,,
3051230005,3117609,650 Ocean Avenue,11226,Multifamily Housing,63,1926,129116,1,6,95.8,12375218.6,21.38,3.93,Multifamily Housing,,0,1614750.6,180,6764769.2,,,,,,,149997
2033320072,2017933,3055 Decatur Ave,10467,Multifamily Housing,74,1937,64400,1,6,90.1,5803336,38.43,6.23,Multifamily Housing,,0,,49,,,,,,5331043.5,,
2043100001,2049243,1144 Pelham Parkway South,10461,Multifamily Housing,96,1959,87500,1,6,67.1,5874126,,4.51,Multifamily Housing,"{'Multifamily Housing': 87500.0, 'Parking': 2500.0}",0,,63,,,,,,5242130.1,,
2037990012,2026053,2039 Blackrock Ave,10472,Multifamily Housing,62,1964,84240,1,8,100.4,8457477.6,,6.77,Multifamily Housing,,0,,63,,,,,,7580611.8,,
4011850001,,62-10 Northern Boulevard,11377,Retail Store,19,1950,40500,1,2,219.7,8896823.9,20.21,8.32,Retail Store,,0,1593701.2,,3801997,,,,,,,
1007870023,1014456,237 West 37th Street,10018,Office,81,1922,74079,1,14,102.6,7603369.7,14.73,4.08,Office,"{'Other': 3500.0, 'Office': 70579.0}",0,2013349.3,,1609.1,,2.30001,,,1752146.1,,
3020880030,3058411,240 Willoughby Street,11205,Medical Office,89,1975,200000,2,21,97.3,19460319.1,37.34,2.75,Medical Office,,0,5393461.7,,1336824.7,,,,,,,
3072990057,3197092,2435 Ocean Avenue,11229,Multifamily Housing,36,1935,71400,1,6,120.2,8581372.5,,5.16,Multifamily Housing,,0,788176.3,99.96,5682600.1,,,,,,,
1010660053,1026872,442 West 57th Street,10019,Multifamily Housing,,1960,107065,1,12,88.8,9502273.2,,3.49,Multifamily Housing,"{'Multifamily Housing': 103612.0, 'Other': 3453.0, 'Parking': 3457.0}",0,1623417.3,71,4448848.4,,,,,,,
4097130113,4207743,140-50 Burden Crescent,11435,Multifamily Housing,48,1959,61050,1,6,146.3,8933958.2,45.82,5.83,Multifamily Housing,"{'Multifamily Housing': 61050.0, 'Parking': 2250.0}",0,1068078.2,140,4914500.1,,,,,,,
4021860002,"4432135;4588960;4810250;4432134;4432136;4806376",66-01 110 Street,11375,Multifamily Housing,1,1949,105201,4,3,320.6,33728114.9,63.88,18.31,Multifamily Housing,,0,1947853.6,244,7417900.4,,,,,18056841.8,,
4018720045,4046343,92-31 57 Avenue,11373,Multifamily Housing,,1965,101808,1,6,114.6,11663162.5,42.97,4.7,Multifamily Housing,"{'Multifamily Housing': 100308.0, 'Medical Office': 1500.0, 'Parking': 3750.0}",0,1240418.7,158,6930400,,,,,,,
4057750023,4129645,15-20 202 St.,11360,Multifamily Housing,35,1960,81563,1,6,129.7,10576990.5,42.92,6.39,Multifamily Housing,"{'Multifamily Housing': 81563.0, 'Parking': 6595.0}",0,1830054.9,85,207343.3,,,,,4623942.7,,
4008940030,4445435,"18-15 21st Avenue,",11105,Multifamily Housing,,1949,62283,2,3,88.1,5489874.4,121.75,4.4,Multifamily Housing,,0,100476.6,36,3741700.1,,,,,888848.1,,
2037410022,2023895,1148 Boynton Ave. 1A,10472,Multifamily Housing,40,1929,69785,1,6,138.1,9638449.8,17536.37,9.01,Multifamily Housing,,0,274737.5,83,16622.6,,,,,8030729.9,,
4008960053,"4431169;4431165;4431168;4431170;4431167;4431169;4431166",18-22 21 Avenue,11105,Multifamily Housing,99,1950,124710,15,3,69.6,8679071.1,61.17,3.1,Multifamily Housing,,0,259585,252,6871100.2,,,,,,,
1007430038,1013219,301-317 West 19th Street,10011,Multifamily Housing,56,1918,80912,1,6,131.4,10632014.7,51.5,6.12,Multifamily Housing,"{'Multifamily Housing': 77712.0, 'Other': 3200.0}",0,1605377,99,1756603.4,,,,,3448666.2,,
4001610020,4001913,43-05 44th Street,11104,Multifamily Housing,1,1935,60000,1,6,261.5,15690602.9,228.25,12.89,Multifamily Housing,,0,2347182.3,84,2767597,,,,,5676946.7,,
3053210051,"3124073;3811700",70 East 8th.Street,11218,Multifamily Housing,60,1960,58612,1,6,102.8,6024063.3,,4.2,Multifamily Housing,,0,719404,82.06,3483643.9,,,,,,,
2032520260,,3951 Gouverneur Ave,10463,Multifamily Housing,100,1926,72420,1,6,58.4,4228242,78.78,1.8,Multifamily Housing,,0,1175955.8,101.39,491433.3,,,,,,,
2024650038,2002854,1245 Grandview Place,10452,Multifamily Housing,32,1938,51000,1,6,143.3,7307921.2,86.65,8.31,Multifamily Housing,,0,681205.8,64,322145.5,,,,,4599875.6,,
1007870084,2929635,270 WEST 38TH STREET,10018,Other,,1927,272142,1,21,136.2,37071290,,4.9,Other,"{'Other': 235206.0, 'Retail Store': 16329.0, 'Office': 7000.0, 'Non-Refrigerated Warehouse': 13607.0}",0,8864375.9,,3240845.3,,0.85714,,,,5045003.8,
3058740084,3145824,515 Ovington Avenue,11209,Multifamily Housing,,1956,81648,1,6,109.1,8911549,50.14,4.47,Multifamily Housing,"{'Multifamily Housing': 81648.0, 'Parking': 2875.0}",0,893675.9,134,5373400,,,,,,,
3061270011,3155885,9707 4 Avenue,11209,Multifamily Housing,70,1957,133764,1,6,125.1,16738729.2,38.9,5.1,Multifamily Housing,"{'Multifamily Housing': 133764.0, 'Parking': 2750.0}",0,1714140.2,284,9990299.9,,,,,,,
4006280021,4009167,28-08 35 Street,11103,Multifamily Housing,,1923,64576,1,6,109.2,7052912.6,56.96,6,Multifamily Housing,,0,731868.1,103,156579.4,,,,,,4232817.1,
4006450010,4009645,34-37 37th street,11101,Other - Entertainment/Public Assembly,,1976,53550,1,4,124.3,6657283.2,25.69,4.31,,,0,1457463.4,,1911667.8,,,,,,,
2031910048,2014146,25 East 193 Street,10468,Multifamily Housing,32,1921,76590,1,5,123.2,9433945.6,124.39,5.29,Multifamily Housing,,0,955492.3,75,6107318.1,,,,,,,
2024610070,2002817,186 East 164 Street,10456,Multifamily Housing,28,1949,73926,1,6,138.3,10224507.3,,5.81,Multifamily Housing,,0,1118838.2,90,6303893.6,,,,,,,
2030680081,2011983,1997 Hughes Avenue,10457,Multifamily Housing,1,1925,73326,1,5,217.5,15946368,207.1,9.54,Multifamily Housing,,0,1191097.4,98,11269886.5,,,,,,,
2024660032,2002862,1269 Grand Concourse,10452,Multifamily Housing,17,1928,63186,1,5,148.8,9403765.3,,6.18,Multifamily Housing,,0,1274666.6,78,5325181.6,,,,,,,
2024500001,2002608,1212 Grant Ave,10456,Multifamily Housing,82,1936,71983,1,6,122.2,8798610.3,,4.79,Multifamily Housing,,0,1446935.4,174,4188056.3,,,,,,,
1020960040,1062445,610 West 150 Street,10031,Multifamily Housing,33,1920,51020,1,6,151.2,7713527.3,82.42,6.24,Multifamily Housing,,0,875091.6,85,4594742.6,,,,,,,
4042060001,4099703,130-17 23 Ave,11356,Distribution Center,74,1972,74000,3,1,86.4,6390816.3,5.3,3.08,Distribution Center,,0,1079830.2,,2490946.9,,,,,,,
3054800014,3130270,1824 53rd St.,11204,K-12 School,73,1998,74000,1,3,95.8,7088372.6,45.16,3.47,K-12 School,,0,1713547.8,,2101890,,,,,,,
1011190008,1082810,77 W 66th Street,10023,Office,28,1988,297219,2,22,287.7,85499456.5,,9.45,Office,"{'Parking': 3517.0, 'Financial Office': 1896.0, 'Office': 286773.0, 'Restaurant': 8550.0}",0,24855737.5,,13229599.9,,3.68933,,,,0,
1011190001,1075637,147 Columbus Avenue,10023,Office,45,1988,109162,1,10,231,25214017.8,118.55,6.81,Office,,0,8775664.4,,,,3.70501,,,,,
1021430056,1063535,1281 Saint Nicholas Avenue,10033,Multifamily Housing,,1910,59422,1,6,146.3,8696086.9,90.52,8.52,Multifamily Housing,,0,1103139.4,116,212221,,,,,,,5331152.9
1014270011,1043968,225 East 72nd Street,10021,Residence Hall/Dormitory,59,1960,95267,1,11,138.9,13233704.4,31.71,6.21,Residence Hall/Dormitory,,0,1701223.2,,35400,6611345.4,,,,,,
2043550001,2050178,999 Pelham Parkway North,10469,K-12 School,3,1923,242473,19,3,167.4,40600974.6,4.7,7,K-12 School,,0,3251301.8,,26511499.5,,,,,,,
1005970055,1010374,333 Hudson Street,10013,Office,40,1925,101280,1,10,203.5,20606815.4,,7.18,Office,,0,5529862,,4879239.9,,2.3,,,,,
2043600001,2097375,985 Astor Ave,10469,K-12 School,49,1970,55840,3,1.5,136.5,7620854.7,0,5.3,K-12 School,,0,1026329.6,,3859100.1,,,,,,,
2023817501,2113740,25-15 50th St,11377,Non-Refrigerated Warehouse,54,1959,100000,1,8,78.3,7831802,10.09,2.93,Non-Refrigerated Warehouse,,0,1348587.8,,3370200.2,,,,,,,
2042620017,2048035,1957 Bronxdale Ave.,10462,Multifamily Housing,48,1929,112500,1,4,99.8,11222933.3,,4.18,Multifamily Housing,,0,1374129.4,126,6277985.6,,,,,,276000,
1005110006,1007943,580 Broadway,10012,Office,82,1900,161721,1,12,109.9,17766854.8,17.93,4.05,Office,"{'Retail Store': 10000.0, 'Office': 151721.0}",0,5101735.9,,3518.8,,2.30001,,,2962179.3,,
1007840068,1014416,248 W 35th Street,10001,Office,94,1935,125453,1,16,112.1,14062989.4,16.97,4.37,Office,"{'Office': 112609.0, 'Outpatient Rehabilitation/Physical Therapy': 5248.0}",0,3257570.6,,354.5,,2.45984,,,3451392.7,,
1012990022,1036174,441 Lexington Avenue,10017,Office,15,1925,97085,1,18,271.8,26388520.4,,10.12,Office,,0,6330748.9,,,6721265.1,1.64804,,,,,
1008460026,1016128,860 Broadway,10003,Office,38,1926,75809,1,6,173,13113685.8,,5.29,Office,"{'Retail Store': 10406.0, 'Office': 65403.0}",0,4734531.5,,7482.4,,1.91123,,,,,
1009960012,1022612,141 West 43rd Street,10036,Parking,,1999,77000,1,7,58.5,4503419.1,2.29,1.76,Parking,,0,1599510.4,,,,,,,,,
1013800001,1081210,1 East 65th Street,10065,Office,57,1927,125843,1,12,125.4,15782890.5,,5.71,Office,"{'Worship Facility': 29908.0, 'Office': 95935.0}",0,3649930,,602533,,0.70881,,,,,5006470.2
1013800061,1041152,8 East 66th Street,10065,K-12 School,61,1962,78257,1,5,79.2,6196362.7,,4.18,K-12 School,,0,1082786.8,,24513,,,,,,,3107743.5
3009180052,3018052,637 41st Street,11232,Multifamily Housing,94,1924,51200,6,5,100.5,5146973,46.29,4.15,Multifamily Housing,,0,462671.7,131,3226479.6,,,,,,,
1008370020,1015890,35 West 35th Street,10001,Office,49,1915,73400,1,12,164.2,12052119,49.11,6.3,Office,"{'Retail Store': 5500.0, 'Office': 67900.0}",0,3155607.7,,1013972.8,,2.3,,,,1908719.6,
1007880078,1014490,260 West 39th Street,10018,Office,84,1926,163100,1,18,98.9,16123102.1,5.8,4.26,Office,"{'Retail Store': 9000.0, 'Office': 154100.0}",0,3630293.2,,951.6,,2.3,,,5154091.9,,
1007800007,1014336,259 West 30th St,10001,Office,65,1928,95478,1,17,137.7,13148272.9,27.41,5.87,Office,,0,3047515.6,,3287.9,,2.3,,,4014561.8,,
3051970040,3120093,570 Westminster Road,11230,Multifamily Housing,99,1935,259000,1,6,56.2,14544771.8,30.54,2.56,Multifamily Housing,"{'Multifamily Housing': 254700.0, 'Other': 4300.0}",0,577486.3,186,11584599.7,,,,,,,
3063310048,3165294,2263 84th Street,11214,Multifamily Housing,45,1940,58800,1,6,112.6,6619587,81.2,4.9,Multifamily Housing,,0,526631,48,4582300.3,,,,,,,
3086920089,3245129,3133 Brighton 7th Street,11235,Multifamily Housing,62,1931,79683,1,6,97,7727620.7,55.32,4.19,Multifamily Housing,,0,709945.6,65,5160699.8,,,,,,,
1008050019,1015142,135 West 29th Street,10001,Office,85,1911,76767,1,12,93,7136943.3,,3.91,Office,"{'Retail Store': 5600.0, 'Office': 71167.0}",0,1729357.4,,,,2.3,,,,2066122.2,
4161860036,4303901,140 Beach 114th Street,11694,Senior Care Community,42,1969,70000,2,6,240.1,16803551.4,121.08,9,Senior Care Community,,0,2878943.3,,7056878,,,,,,,
3047860088,"3327655;3816643",1476 Utica Ave,11234,Non-Refrigerated Warehouse,25,1956,139525,1,1,95.1,13266901.4,,2.9,Non-Refrigerated Warehouse,"{'Refrigerated Warehouse': 30000.0, 'Non-Refrigerated Warehouse': 109525.0}",0,4770613.2,,,,,,,,,
4051350044,4115789,138-15 Franklin Ave,11355,Multifamily Housing,12,1964,200000,1,6,159.8,31960062.5,,7.11,Multifamily Housing,"{'Multifamily Housing': 200000.0, 'Parking': 10000.0}",0,2613013,194,18471112.8,,,,,2920000,,
1022430372,1065037,261-271 Seaman Ave,10034,Multifamily Housing,41,1927,68000,1,6,119.8,8149149,622.06,7.05,Multifamily Housing,,0,946386.2,72,364848.5,,,,,3140605.8,1928177.5,
2057060007,2083168,236 Naples Terrace,10463,Multifamily Housing,44,1925,71623,1,6,124.5,8916396.7,,4.93,Multifamily Housing,"{'Multifamily Housing': 64123.0, 'Other': 7500.0}",0,1306069.9,68,4566746.4,,,,,,,
1021360128,1063330,654 West 161st Street,10032,Multifamily Housing,22,1915,64000,1,6,152.9,9785530.1,111.85,8.68,Multifamily Housing,,0,984859.8,90,326496.8,,,,,6042939.5,,
4050070001,4113262,149-35 Northern Blvd,11354,Multifamily Housing,41,1915,148757,1,6,127.3,18935516.4,60.52,5.22,Multifamily Housing,,0,2230513.8,168,11061099.8,,,,,,,
2044110300,2102042,1770 stillwell avenue,10469,K-12 School,93,1924,27000,9,3,126.9,3426249.9,43.68,5,K-12 School,,0,340932.5,,1970525.8,,,,,,,
3054230026,3127903,160 lawrence avenue,11230,K-12 School,1,1985,41000,1,2,238.9,9794640.9,444.8,8.72,K-12 School,,0,1979444.3,,3430016.2,,,,,,,
1010830037,1081752,508 W. 55th St.,10019,Multifamily Housing,67,2002,68872,1,6,96.4,6640688.8,33.54,3.68,Multifamily Housing,,0,1283054,64,2723842.6,,,,,,,
5039830013,5107585,2712 Hylan Boulevard,10306,Strip Mall,,1931,94139,9,1,105.2,9905378.3,81.86,4.9,,,0,698015.3,,7572319.5,,,,,,,
3029270001,3070489,1101 Metropolitan Avenue,112111708,Refrigerated Warehouse,35,1959,70000,1,1,261.1,18276661.7,8.78,8.38,Refrigerated Warehouse,,0,4802389.8,,3032700,,,,,,,
4001370020,4001249,41-15 46th Street,11104,Multifamily Housing,59,1931,80000,1,6,119.2,9535279.5,,4.88,Multifamily Housing,,0,1257063.5,102,5347572.5,,,,,,,
4001370013,4001248,41-29 46th Street,11104,Multifamily Housing,68,1931,78000,1,6,113.1,8824370,49.4,4.61,Multifamily Housing,,0,1219014.6,102,4831624.1,,,,,,,
4014450001,4035547,84-10 34th Ave,11372,Multifamily Housing,77,1951,65636,1,6,99.9,6555832.5,60.59,4.18,Multifamily Housing,,0,776372.8,72,3643400,,,,,,207138,
1011990029,1031370,1 West 85th Street,10024,Multifamily Housing,31,1925,128184,1,12,113.3,14527715,30.64,4.65,Multifamily Housing,,0,1587858.6,140,8692794.5,,,,,,,
3001480001,3397012,111 Lawrence St.,11201,Multifamily Housing,64,2009,468351,1,51,120.4,56412238.2,29.98,4.43,Multifamily Housing,"{'Multifamily Housing': 459912.0, 'Supermarket/Grocery': 8439.0, 'Parking': 29981.0}",0,11829966.2,564,20171400,,,,,,,
1018690044,2975450,220 WEST 98TH STREET,10025,Multifamily Housing,,1911,159150,1,12,88.2,14032172.5,37.21,3.39,Multifamily Housing,"{'Multifamily Housing': 154815.0, 'Retail Store': 4335.0}",0,3071362.9,227,1651796.8,,,,,,2429117.4,
4005897501,4540364,31-72 31st Street,11106,Multifamily Housing,85,2007,102044,1,7,79.6,8123290.1,,2.8,Multifamily Housing,,0,2115869.6,97,2002823.3,,,,,,,
4050420001,4114264,133-01 Sanford Ave,11354,Multifamily Housing,46,1928,86349,1,6,110.3,9527342.7,,4.64,Multifamily Housing,,0,1031951.1,72,5902627.2,,,,,,,
1018880007,1057081,313-317 West 98th Street,10025,Multifamily Housing,77,1920,65588,1,8,87.6,5745076.8,26.31,3.55,Multifamily Housing,,0,606230,48,3421563.4,,,,,,,
4107890279,4231224,95-20 222nd Street,11429,Multifamily Housing,57,1964,100000,1,6,113.5,11349532.6,63.31,5.75,Multifamily Housing,,0,1693417.7,104,,,,,,,5816699.9,
2045430021,2054723,600 Burke Ave,10467,Multifamily Housing,33,1968,55300,1,6,158.8,8779767,80.18,6.7,Multifamily Housing,,0,730418.7,91,5755542.6,,,,,,,
3027217503,3391875,20 Bayard St,11211,Multifamily Housing,55,2005,89555,1,16,98.7,8837896.4,23.18,3.98,Multifamily Housing,,0,1604289.5,80,4158603.2,,,,,,,
1019860065,1059727,410 West 118th Street,10027,Office,100,1924,228106,1,8,67.1,15300825.4,4.56,2.88,Office,,0,386368.1,,11733000.9,,2.3,,,,,
1018840048,1057005,410 West 118th Street,10027,Multifamily Housing,,1909,56780,1,8,64.1,3639075.7,32.04,3.02,Multifamily Housing,,0,177492.2,32,2935000.1,,,,,,0,
4015250001,4037980,79-18/79-02,11373,Multifamily Housing,95,1923,90000,1,5,85.9,7733730.4,85.45,4.12,Multifamily Housing,,0,652086.5,126,3153199.9,,,,,1934500.2,,
1008767503,1017954,"36 Gramercy Park East,",10003,Multifamily Housing,60,1909,63744,1,12,128.6,8198371.1,28.89,6.83,Multifamily Housing,,0,899559.6,106,176380.6,,,,,,4666745.6,
4096790052,4206819,90-11 149 str,11435,Multifamily Housing,79,1933,136000,1,6,91.7,12471762.9,47.81,4.34,Multifamily Housing,,0,352589.2,190.4,9504099.9,,,,,,724361.9,
4096930051,4207100,148-25 89 Ave,11435,Multifamily Housing,76,1942,127200,1,6,94.6,12034517.2,0.39,4.49,Multifamily Housing,,0,380226.5,178.08,8913700.1,,,,,,858070.1,
4098150067,4210063,88-24 Merrick Blvd,11432,Multifamily Housing,36,1937,82576,1,6,124.1,10251701.4,54.61,5.9,Multifamily Housing,,0,329005.5,115.61,7490299.9,,,,,,811743.7,
4098170001,4210067,166-05 89 Ave,11432,Multifamily Housing,42,1940,56200,1,6,120,6742821.7,0.54,5.67,Multifamily Housing,,0,250945.8,78.68,4813000.5,,,,,,552165.6,
4097940048,4209595,89-02 165th Street,11432,Retail Store,76,1947,122000,1,2,161.4,19691092.1,20.68,6.4,Retail Store,,0,4197032.8,,2877100,,,,,,3452622.3,
4001410024,4001318,4301 46th Street,11104,Multifamily Housing,31,1942,58650,1,6,132.8,7788719.4,45.33,5.46,Multifamily Housing,,0,789138.4,82.11,4712430.3,,,,,,,
2057070013,2083170,3140-3150 Kingsbridge Ave,10463,Multifamily Housing,15,1926,74729,1,5,139.6,10434484.8,118.9,6.07,Multifamily Housing,,0,1104129.8,104.62,6700113.7,,,,,,,
2025120045,2003224,1001 Woodycrest Ave,10452,Multifamily Housing,,1939,67228,1,6,138.8,9329162.1,,5.69,Multifamily Housing,,0,985428.2,75,5554269.6,,,,,,,
2032030026,2014417,30-40 West 190th Street,10468,Multifamily Housing,23,1936,93180,1,6,136.5,12717207,95.12,5.55,Multifamily Housing,,0,1385625.2,130.45,7419293.4,,,,,,,
3030700015,3403573,158 Johnson Ave,11206,Multifamily Housing,96,2008,40094,1,7,80.5,3226569.6,,2.58,Multifamily Housing,,0,804403.3,66,605293.3,,,,,,,
3077900001,3215999,4211 Ave K,11210,Multifamily Housing,10,1959,78396,2,6,152.6,11964019.6,65.72,6.18,Multifamily Housing,,0,1582149.7,109.75,5897347,,,,,,414000,
3078130136,3217108,4200 Ave K,11210,Multifamily Housing,26,1955,96000,1,6,136.1,13062352.5,,5.51,Multifamily Housing,,0,1503940.4,134.4,7451639.3,,,,,,,
2037400005,2023840,1100 Elder Avenue,10472,Multifamily Housing,48,1928,60023,1,6,117.4,7045732.1,,4.78,Multifamily Housing,,0,890426.9,91,3982526.9,,,,,,,
2024710036,2002877,1015 Grand Concourse,10452,Multifamily Housing,45,1941,75000,1,6,121.9,9143039.2,110.42,6.79,Multifamily Housing,,0,942186.3,87,398493.7,,,,,,5499921.2,
3054000083,3127250,535 Ocean Parkway,11218,Multifamily Housing,61,1963,97779,1,6,111.1,10860413.7,91.74,4.59,Multifamily Housing,,0,1236478.3,110,6481499.8,,,,,,,
3063800062,3167080,8650 Bay Parkway,11214,Multifamily Housing,79,1927,66500,1,6,91.8,6106107.6,95.18,3.91,Multifamily Housing,,0,566308.7,65,3987699.9,,,,,,,
3069280044,3010312,275 Bay 37th Street,11214,Multifamily Housing,57,1964,90432,1,7,129,11662438.7,,5.15,Multifamily Housing,,0,1784451.7,147,5926600,,,,,,,
2037380027,2023772,1160 Evergreen Ave.,10472,Multifamily Housing,46,1938,73500,1,6,129.4,9510703.2,,5.5,Multifamily Housing,"{'Multifamily Housing': 63000.0, 'Other': 10500.0}",0,899135.3,82,6172959.7,,,,,,,
3066500032,3176820,1770 West 6th St.,11223,Multifamily Housing,96,1930,73080,1,6,71,5187913,54.98,2.95,Multifamily Housing,"{'Multifamily Housing': 62640.0, 'Other': 10440.0}",0,694024.9,72,2952300,,,,,,,
1021390564,,850 West 176th Street,10033,Multifamily Housing,34,1920,53526,1,6,123.2,6594155.7,71.5,5.27,Multifamily Housing,,0,578770.7,74.94,4388981.6,,,,,,,
4045740041,"4103992;4103993",162-01 Powells Cove Blvd,11357,Multifamily Housing,88,1956,175000,1,6,87.4,15292555.6,28.9,3.38,Multifamily Housing,,0,1898300,165,7965626.4,,,,,,,
4045740061,"4103993;4103992",162-21 Powells Cove Blvd.,11357,Multifamily Housing,86,1956,175000,2,6,89.6,15672227,31.74,3.48,Multifamily Housing,,0,1915905.5,165,8253427.3,,,,,,,
4045740071,4103994,162-41 Powells Cove Blvd,11357,Multifamily Housing,86,1956,175000,1,6,88.5,15492494.3,28.93,3.52,Multifamily Housing,,0,1811269.3,165,8559140.1,,,,,,,
3050260065,"3114594;3820655",50 Lincoln Road,11225,Multifamily Housing,,1926,70316,1,6,137.6,9677126.6,,5.13,Multifamily Housing,,0,1546037.2,44,4204120.1,,,,,,,
3050340006,"3115049;3846771",10 Midwood Street,11225,Multifamily Housing,,1927,59145,1,6,158.4,9370171.1,46.02,5.94,Multifamily Housing,,0,1459667.2,49,4178210.9,,,,,,,
3050260070,3114595,552 Flatbush Avenue,11225,Multifamily Housing,,1926,62834,1,6,117.7,7394229.8,,4.52,Multifamily Housing,,0,1080676.5,49,3540449,,,,,,,
2048190042,2062833,3940 Bronx Blvd,10466,Multifamily Housing,29,1960,84520,1,7,139.8,11815479.5,,5.79,Multifamily Housing,,0,1342904.7,92,7075700,,,,,,,
3051840041,3119501,580 East 21st Street,11226,Multifamily Housing,100,1961,61517,1,6,51.7,3182933.3,31.93,1.56,Multifamily Housing,,0,1131768.8,64,,,,,,,,
2032240020,2014907,114 West 183rd Street,10453,Multifamily Housing,78,1937,103366,1,6,93.2,9638711.3,,5.11,Multifamily Housing,,0,1214377.1,114,458920,,,,,5324912,,
2028440095,2008119,1475 Wythe Place,10452,Multifamily Housing,42,1929,88214,1,6,126.3,11137840.5,,6.76,Multifamily Housing,,0,1482546.6,114,507909.1,,,,,5892413.5,,
2025150009,2003284,1192-96 Nelson Ave,10452,Multifamily Housing,41,1928,75833,1,6,126.9,9620201.2,,7.22,Multifamily Housing,,0,1059021.8,94,493160.6,,,,,5729478.1,,
2028410001,2092054,15 Marcy Place,10452,Multifamily Housing,95,1928,88434,2,6,90,7962909,,3.09,Multifamily Housing,"{'Multifamily Housing': 81806.0, 'Other': 6628.0}",0,2273752.7,132,1512421.2,,,,,,,
2028770216,2008875,1500 Popham Ave,10453,Multifamily Housing,90,1928,72800,1,6,77.4,5632056.7,134.5,3.12,Multifamily Housing,,0,1028355.4,81,2638740.3,,,,,,,
2028650166,2008438,1630 Grand Ave,10453,Multifamily Housing,22,1941,70000,1,6,144.9,10145380.3,,6.49,Multifamily Housing,,0,1160567.3,90,5412839.8,,,,,908849.9,,
2028230036,2007860,1684-86 Grand Concourse,10457,Multifamily Housing,53,1923,72116,1,5,123.3,8893912.8,,6.7,Multifamily Housing,,0,1316200.2,119,535163.3,,,,,,4625566.9,
2028000019,2007516,1815 Monroe Ave,10457,Multifamily Housing,100,1936,69832,1,6,50.9,3554699.7,243.08,1.6,Multifamily Housing,,0,1233282.6,67,133470,,,,,,,
2028690070,2008602,1878 Harrison Ave,10453,Multifamily Housing,100,1925,70000,1,6,56.9,3984877.9,,4.01,Multifamily Housing,,0,,101,,,,,,3724752.1,,
2028140025,2007765,1930 Anthony Ave,10457,Multifamily Housing,84,1927,77000,1,6,90.3,6953765.9,94.47,5.1,Multifamily Housing,,0,769976.9,97,388218.2,,,,,4080408,,
2028510036,2008228,35 East 176th Street,10453,Multifamily Housing,29,1931,79786,1,6,136.9,10925007.5,,7.12,Multifamily Housing,"{'Multifamily Housing': 78356.0, 'Other': 1430.0}",0,1594397.8,97,390733.3,,,,,5473540,,
2024590001,"2002794;2819148;2814312",840 Grand Concourse,10451,Multifamily Housing,59,1927,241850,1,6,134,32415297.2,,7.2,Multifamily Housing,"{'Multifamily Housing': 234018.0, 'Other': 7832.0}",0,4146165.3,461,2255815.2,,,,,16878621.9,,
